Partner;Dependents;tenure;PhoneService;InternetService;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;Date;Treatment
No;No;37;Yes;No;One year;Yes;Electronic check; 19,80; 695,05;0;2017-04-02;0
No;No; 2;Yes;DSL;Month-to-month;No;Electronic check; 76,40; 160,80;1;2020-02-16;0
No;No;55;Yes;Fiber optic;One year;Yes;Mailed check;100,90;5552,05;0;2015-10-10;1
No;Yes;33;Yes;Fiber optic;Month-to-month;Yes;Automatic; 95,30;3275,15;0;2017-07-31;1
Yes;Yes;46;Yes;Fiber optic;One year;No;Automatic; 90,95;4236,60;0;2016-07-06;1
No;Yes; 1;Yes;DSL;Month-to-month;No;Electronic check; 54,50;  54,50;0;2020-03-17;1
No;No;20;Yes;DSL;Month-to-month;Yes;Mailed check; 61,60;1174,35;1;2018-08-25;1
Yes;No; 9;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 79,90; 741,70;1;2019-07-21;0
No;No;32;Yes;Fiber optic;Month-to-month;Yes;Automatic; 96,15;3019,25;1;2017-08-30;1
Yes;Yes;19;Yes;DSL;Month-to-month;Yes;Automatic; 49,60; 962,90;0;2018-09-24;1
Yes;No;70;Yes;DSL;Two year;No;Automatic; 65,30;4759,75;1;2014-07-17;0
No;Yes;61;Yes;No;Two year;Yes;Automatic; 25,00;1498,35;0;2015-04-13;0
No;No;26;Yes;DSL;Month-to-month;No;Electronic check; 45,45;1233,15;0;2018-02-26;0
Yes;No;45;Yes;Fiber optic;Month-to-month;Yes;Automatic;107,75;4882,80;0;2016-08-05;1
Yes;Yes;62;Yes;Fiber optic;Two year;Yes;Automatic; 89,10;5411,65;0;2015-03-14;0
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 19,65;  19,65;1;2020-03-17;0
No;No; 3;Yes;DSL;Month-to-month;No;Mailed check; 44,75; 148,05;0;2020-01-17;1
Yes;Yes;41;Yes;Fiber optic;One year;Yes;Automatic;101,60;3930,55;0;2016-12-03;0
Yes;Yes;67;Yes;Fiber optic;Two year;No;Automatic;103,15;6895,50;0;2014-10-15;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 84,65;  84,65;1;2020-03-17;1
Yes;No;71;Yes;Fiber optic;One year;No;Mailed check; 95,65;6856,95;0;2014-06-17;0
Yes;Yes;37;Yes;DSL;One year;No;Automatic; 75,10;2658,80;0;2017-04-02;0
Yes;No;60;Yes;DSL;Two year;Yes;Mailed check; 61,35;3766,20;0;2015-05-13;0
Yes;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 69,55;  69,55;1;2020-03-17;1
No;No; 6;Yes;No;Month-to-month;No;Automatic; 19,70; 129,55;0;2019-10-19;0
No;No;13;No;DSL;Month-to-month;Yes;Electronic check; 31,05; 347,25;1;2019-03-23;1
Yes;Yes;11;Yes;DSL;Month-to-month;No;Automatic; 51,00; 581,70;0;2019-05-22;1
No;No; 7;Yes;DSL;Month-to-month;Yes;Mailed check; 51,00; 354,05;1;2019-09-19;0
Yes;Yes;10;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 88,85; 929,45;0;2019-06-21;1
Yes;No;34;Yes;No;Two year;No;Automatic; 20,05; 679,00;0;2017-07-01;1
No;No;62;Yes;DSL;Two year;Yes;Mailed check; 65,10;3846,75;0;2015-03-14;0
Yes;No;64;Yes;DSL;One year;Yes;Mailed check; 70,15;4480,70;0;2015-01-13;1
Yes;Yes; 1;Yes;DSL;Month-to-month;Yes;Automatic; 44,35;  44,35;1;2020-03-17;0
No;No;25;Yes;No;Two year;Yes;Mailed check; 20,75; 499,40;0;2018-03-28;0
No;No;26;Yes;DSL;One year;Yes;Mailed check; 56,05;1553,20;0;2018-02-26;1
No;Yes;10;Yes;No;One year;Yes;Automatic; 19,95; 219,50;0;2019-06-21;0
No;No;53;Yes;Fiber optic;One year;No;Mailed check; 98,60;5311,85;0;2015-12-09;0
No;No; 7;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 79,70; 586,05;1;2019-09-19;1
No;No;33;Yes;Fiber optic;Month-to-month;Yes;Automatic; 79,00;2576,80;0;2017-07-31;0
Yes;No;71;Yes;Fiber optic;Two year;No;Automatic; 89,45;6435,25;0;2014-06-17;0
No;No;29;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 74,20;1993,25;0;2017-11-28;1
Yes;Yes;24;Yes;DSL;Month-to-month;No;Automatic; 81,00;1923,85;0;2018-04-27;1
Yes;Yes;20;Yes;DSL;Month-to-month;Yes;Electronic check; 49,60; 939,80;0;2018-08-25;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 84,60;  84,60;0;2020-03-17;0
No;Yes;54;Yes;DSL;Month-to-month;Yes;Automatic; 55,00;3092,65;1;2015-11-09;0
No;No; 5;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 84,85; 415,55;1;2019-11-18;1
Yes;Yes;72;Yes;DSL;Two year;Yes;Automatic; 84,20;5986,55;0;2014-05-18;0
Yes;No;52;Yes;Fiber optic;Two year;Yes;Electronic check;106,30;5487,00;0;2016-01-08;0
No;No; 9;Yes;Fiber optic;Month-to-month;No;Electronic check; 69,05; 651,50;0;2019-07-21;1
No;No; 1;Yes;DSL;Month-to-month;Yes;Mailed check; 45,40;  45,40;0;2020-03-17;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 73,65;  73,65;1;2020-03-17;0
Yes;Yes;33;Yes;DSL;One year;Yes;Mailed check; 73,90;2405,05;1;2017-07-31;0
Yes;No;55;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 77,75;4458,15;1;2015-10-10;0
Yes;Yes;69;Yes;Fiber optic;Two year;Yes;Electronic check; 99,35;6856,45;0;2014-08-16;0
No;No; 1;Yes;DSL;Month-to-month;Yes;Mailed check; 50,75;  50,75;0;2020-03-17;0
No;No;54;Yes;DSL;Two year;No;Automatic; 87,10;4735,20;0;2015-11-09;0
No;Yes;33;Yes;No;One year;Yes;Mailed check; 20,15; 682,15;0;2017-07-31;0
Yes;No;45;Yes;Fiber optic;One year;Yes;Automatic; 98,70;4525,80;0;2016-08-05;1
No;Yes;11;No;DSL;Month-to-month;No;Electronic check; 25,20; 321,05;0;2019-05-22;0
No;No; 6;Yes;DSL;Month-to-month;Yes;Automatic; 55,70; 335,65;0;2019-10-19;1
No;No;21;Yes;DSL;Month-to-month;No;Automatic; 65,35;1424,40;0;2018-07-26;1
Yes;Yes;65;Yes;No;Two year;Yes;Automatic; 25,30;1748,55;0;2014-12-14;1
Yes;No; 6;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 84,35; 474,90;1;2019-10-19;0
No;No; 8;Yes;Fiber optic;Month-to-month;No;Electronic check; 84,95; 668,40;1;2019-08-20;0
No;No;11;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 73,85; 926,25;1;2019-05-22;1
Yes;Yes;43;Yes;No;Two year;No;Mailed check; 24,25;1077,95;0;2016-10-04;1
Yes;Yes;49;No;DSL;One year;Yes;Automatic; 51,80;2541,25;1;2016-04-07;1
Yes;No; 1;Yes;DSL;Month-to-month;No;Electronic check; 46,00;  46,00;1;2020-03-17;1
No;No;15;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 79,40;1156,10;1;2019-01-22;1
Yes;Yes;60;Yes;DSL;Two year;No;Automatic; 60,50;3694,45;0;2015-05-13;0
No;No;17;No;DSL;Month-to-month;No;Automatic; 25,10; 382,80;0;2018-11-23;0
Yes;No;16;Yes;Fiber optic;Month-to-month;Yes;Automatic; 71,80;1167,80;1;2018-12-23;0
Yes;Yes;35;Yes;No;One year;No;Automatic; 20,05; 746,75;0;2017-06-01;0
Yes;No;44;Yes;Fiber optic;One year;No;Mailed check; 88,40;3912,90;1;2016-09-04;1
Yes;Yes;12;No;DSL;One year;No;Automatic; 30,25; 368,85;0;2019-04-22;0
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 20,20;  20,20;0;2020-03-17;1
No;No;28;Yes;DSL;One year;Yes;Electronic check; 59,90;1654,70;0;2017-12-28;1
Yes;No;70;Yes;No;Two year;No;Automatic; 25,15;1940,85;0;2014-07-17;0
No;Yes; 5;Yes;DSL;Month-to-month;No;Mailed check; 46,00; 221,70;1;2019-11-18;1
No;No;18;Yes;Fiber optic;Month-to-month;No;Automatic;101,30;1794,65;0;2018-10-24;0
Yes;No;70;Yes;DSL;Two year;Yes;Automatic; 76,95;5289,80;0;2014-07-17;0
Yes;Yes; 9;Yes;DSL;Month-to-month;Yes;Mailed check; 55,30; 501,20;0;2019-07-21;0
No;No;67;Yes;Fiber optic;Two year;Yes;Automatic; 92,45;6140,85;0;2014-10-15;1
No;No; 1;Yes;DSL;Month-to-month;Yes;Automatic; 48,45;  48,45;0;2020-03-17;0
Yes;Yes;18;Yes;No;Two year;No;Mailed check; 19,35; 309,25;0;2018-10-24;1
No;No; 4;Yes;DSL;Month-to-month;No;Automatic; 51,75; 201,10;1;2019-12-18;1
Yes;Yes;71;Yes;Fiber optic;One year;Yes;Automatic; 86,70;6179,35;0;2014-06-17;1
Yes;Yes;30;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 94,40;2838,70;1;2017-10-29;1
Yes;No; 1;Yes;DSL;Month-to-month;No;Mailed check; 55,70;  55,70;0;2020-03-17;0
No;No;55;Yes;Fiber optic;One year;Yes;Automatic; 84,25;4589,85;0;2015-10-10;0
No;No;59;Yes;DSL;Month-to-month;Yes;Electronic check; 64,65;3735,45;0;2015-06-12;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 70,15;  70,15;1;2020-03-17;1
Yes;No; 7;Yes;Fiber optic;Month-to-month;Yes;Automatic; 69,20; 477,55;0;2019-09-19;0
Yes;Yes;45;Yes;DSL;Two year;No;Automatic; 54,65;2553,70;0;2016-08-05;1
Yes;Yes;54;Yes;No;One year;Yes;Automatic; 24,75;1342,15;0;2015-11-09;0
Yes;Yes;51;Yes;No;One year;Yes;Mailed check; 23,95;1216,35;0;2016-02-07;0
Yes;No;72;Yes;Fiber optic;One year;No;Automatic;105,00;7578,05;0;2014-05-18;1
Yes;No;44;Yes;DSL;One year;Yes;Automatic; 59,85;2603,95;0;2016-09-04;0
No;No; 2;Yes;No;Month-to-month;No;Mailed check; 20,05;  42,70;0;2020-02-16;0
No;No;66;Yes;Fiber optic;One year;Yes;Automatic; 92,15;6056,90;0;2014-11-14;1
Yes;Yes;68;No;DSL;One year;No;Mailed check; 44,80;2983,65;0;2014-09-15;0
No;No;31;Yes;No;Two year;No;Automatic; 20,90; 689,35;0;2017-09-29;1
No;No;21;Yes;Fiber optic;Month-to-month;Yes;Automatic; 95,40;2025,10;0;2018-07-26;0
No;Yes;21;Yes;Fiber optic;Month-to-month;No;Electronic check; 80,35;1747,20;0;2018-07-26;1
Yes;Yes;55;Yes;DSL;Two year;Yes;Automatic; 85,10;4657,95;0;2015-10-10;1
No;No; 9;No;DSL;Month-to-month;Yes;Automatic; 34,70; 296,10;1;2019-07-21;0
Yes;No;71;Yes;Fiber optic;Two year;Yes;Automatic;115,05;8016,60;0;2014-06-17;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 81,10;  81,10;1;2020-03-17;0
Yes;Yes;22;Yes;No;One year;No;Mailed check; 19,95; 433,50;0;2018-06-26;1
Yes;Yes; 1;Yes;No;Month-to-month;No;Mailed check; 20,55;  20,55;1;2020-03-17;1
No;No;61;Yes;Fiber optic;Two year;Yes;Electronic check;106,60;6428,40;1;2015-04-13;0
Yes;No;67;Yes;DSL;Two year;No;Automatic; 86,15;5883,85;0;2014-10-15;0
No;No;14;Yes;Fiber optic;Month-to-month;No;Electronic check; 78,85;1043,80;0;2019-02-21;1
Yes;No;59;Yes;Fiber optic;Month-to-month;Yes;Electronic check;106,75;6252,90;1;2015-06-12;0
Yes;No;21;Yes;Fiber optic;Month-to-month;No;Automatic; 86,55;1857,25;0;2018-07-26;1
No;No; 4;No;DSL;Month-to-month;No;Mailed check; 42,40; 146,40;0;2019-12-18;1
No;No; 3;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 89,45; 240,45;1;2020-01-17;1
Yes;No;70;Yes;No;Two year;No;Automatic; 24,25;1724,15;0;2014-07-17;0
No;No; 3;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 97,90; 315,30;1;2020-01-17;1
No;No;21;Yes;No;One year;No;Automatic; 20,50; 429,55;0;2018-07-26;0
No;No;20;Yes;No;Month-to-month;Yes;Automatic; 19,60; 356,15;0;2018-08-25;0
Yes;Yes;22;Yes;No;One year;No;Automatic; 20,25; 488,25;0;2018-06-26;0
No;No; 1;Yes;DSL;Month-to-month;Yes;Mailed check; 55,70;  55,70;1;2020-03-17;0
No;No;63;Yes;No;Two year;Yes;Mailed check; 20,60;1298,70;0;2015-02-12;1
Yes;Yes;70;Yes;No;Two year;No;Automatic; 19,80;1378,75;0;2014-07-17;1
No;No;13;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 79,80; 973,45;1;2019-03-23;0
No;No; 5;Yes;Fiber optic;Month-to-month;No;Electronic check; 80,20; 384,25;0;2019-11-18;0
Yes;Yes;72;Yes;Fiber optic;Two year;Yes;Automatic;116,40;8543,25;0;2014-05-18;0
No;No;13;No;DSL;Month-to-month;Yes;Electronic check; 31,65; 389,95;0;2019-03-23;0
Yes;No;61;Yes;Fiber optic;Month-to-month;No;Automatic; 94,15;5731,85;0;2015-04-13;1
No;No; 1;Yes;No;Month-to-month;No;Electronic check; 20,65;  20,65;0;2020-03-17;0
Yes;No;56;Yes;Fiber optic;Month-to-month;Yes;Automatic; 76,85;4275,75;0;2015-09-10;0
No;No; 4;Yes;No;Month-to-month;No;Mailed check; 20,15;  84,50;0;2019-12-18;0
No;No;35;Yes;DSL;Two year;No;Mailed check; 55,25;1924,10;0;2017-06-01;0
Yes;No;18;No;DSL;Month-to-month;Yes;Electronic check; 39,05; 669,85;1;2018-10-24;1
Yes;No;72;Yes;DSL;Two year;No;Automatic; 82,15;5784,30;0;2014-05-18;1
No;No;49;Yes;Fiber optic;One year;No;Automatic;103,00;5166,20;0;2016-04-07;1
Yes;No;44;Yes;Fiber optic;Month-to-month;Yes;Automatic; 95,10;4060,55;0;2016-09-04;0
Yes;No; 3;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 83,90; 267,40;1;2020-01-17;0
Yes;Yes;37;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 95,15;3532,85;0;2017-04-02;0
Yes;No;61;Yes;DSL;One year;Yes;Electronic check; 79,80;4914,80;0;2015-04-13;0
Yes;No;70;Yes;DSL;Two year;Yes;Automatic; 74,80;5315,80;0;2014-07-17;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 69,85;  69,85;1;2020-03-17;0
No;No;41;Yes;No;Month-to-month;No;Electronic check; 20,45; 775,60;0;2016-12-03;0
Yes;Yes;70;Yes;DSL;One year;No;Automatic; 78,35;5445,95;0;2014-07-17;1
No;No; 1;Yes;DSL;Month-to-month;Yes;Mailed check; 53,55;  53,55;1;2020-03-17;1
No;No;51;Yes;No;One year;No;Electronic check; 19,10;1007,80;0;2016-02-07;0
Yes;Yes;42;Yes;No;Two year;No;Mailed check; 20,00; 833,55;0;2016-11-03;0
Yes;Yes;70;Yes;Fiber optic;Two year;No;Automatic; 93,90;6579,05;1;2014-07-17;1
No;No;48;Yes;No;One year;No;Automatic; 19,95;1004,50;0;2016-05-07;0
Yes;Yes;68;Yes;Fiber optic;Two year;Yes;Electronic check;113,15;7856,00;1;2014-09-15;1
No;No;48;Yes;No;Two year;No;Automatic; 24,00;1183,05;0;2016-05-07;1
Yes;No;26;Yes;Fiber optic;Month-to-month;No;Electronic check; 84,95;2169,75;1;2018-02-26;1
Yes;No;11;Yes;Fiber optic;Month-to-month;Yes;Automatic; 80,50; 896,90;1;2019-05-22;1
No;No; 1;Yes;No;Month-to-month;Yes;Mailed check; 19,30;  19,30;1;2020-03-17;0
No;No;27;Yes;No;One year;No;Mailed check; 19,15; 501,35;0;2018-01-27;1
No;No;46;Yes;Fiber optic;One year;Yes;Automatic; 91,30;4126,35;0;2016-07-06;1
No;No; 1;Yes;DSL;Month-to-month;Yes;Mailed check; 49,65;  49,65;1;2020-03-17;1
No;No;46;Yes;DSL;Two year;No;Automatic; 54,35;2460,15;1;2016-07-06;1
Yes;Yes;25;Yes;No;Month-to-month;Yes;Mailed check; 19,15; 477,60;0;2018-03-28;1
No;No; 4;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 88,45; 370,65;1;2019-12-18;0
No;No;13;Yes;No;Two year;No;Mailed check; 19,75; 265,75;0;2019-03-23;1
Yes;No;31;Yes;DSL;One year;Yes;Automatic; 75,50;2424,45;0;2017-09-29;0
Yes;Yes;23;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 83,75;1849,95;0;2018-05-27;1
No;No; 2;Yes;No;Month-to-month;No;Mailed check; 19,40;  61,05;0;2020-02-16;1
No;No;65;Yes;No;Two year;No;Automatic; 26,50;1698,55;0;2014-12-14;0
No;No;22;Yes;Fiber optic;Month-to-month;Yes;Automatic; 90,50;1910,60;1;2018-06-26;0
Yes;Yes;55;Yes;No;One year;No;Automatic; 19,15; 998,10;0;2015-10-10;0
Yes;No; 9;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 94,85; 890,60;1;2019-07-21;1
Yes;Yes; 7;Yes;Fiber optic;Month-to-month;Yes;Automatic; 69,95; 529,50;1;2019-09-19;1
Yes;Yes;35;No;DSL;One year;No;Mailed check; 40,90;1383,60;0;2017-06-01;0
No;No; 6;Yes;DSL;Two year;Yes;Mailed check; 80,25; 493,40;0;2019-10-19;1
No;No; 1;Yes;DSL;Month-to-month;Yes;Automatic; 48,60;  48,60;1;2020-03-17;0
No;No;17;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 70,80;1207,00;0;2018-11-23;0
Yes;Yes;10;Yes;DSL;Month-to-month;No;Mailed check; 60,20; 563,50;0;2019-06-21;1
No;Yes;15;Yes;DSL;One year;No;Automatic; 55,20; 864,55;0;2019-01-22;1
No;No;40;No;DSL;Month-to-month;Yes;Electronic check; 55,80;2109,35;1;2017-01-02;0
Yes;Yes;13;Yes;DSL;One year;No;Automatic; 54,15; 701,05;0;2019-03-23;1
Yes;No;29;Yes;Fiber optic;Month-to-month;Yes;Automatic; 80,15;2265,25;1;2017-11-28;0
No;No; 3;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 75,50; 220,60;1;2020-01-17;0
Yes;No;58;Yes;Fiber optic;Month-to-month;Yes;Automatic;100,40;5749,80;0;2015-07-12;1
No;No;45;Yes;DSL;One year;Yes;Automatic; 62,55;2796,45;0;2016-08-05;0
Yes;Yes;72;Yes;DSL;Two year;Yes;Automatic; 70,45;5165,70;0;2014-05-18;0
Yes;Yes;68;Yes;Fiber optic;One year;Yes;Automatic; 85,50;5696,60;0;2014-09-15;1
No;No; 1;Yes;No;Month-to-month;Yes;Automatic; 20,20;  20,20;1;2020-03-17;1
Yes;Yes;38;Yes;DSL;Month-to-month;No;Electronic check; 54,50;2076,05;0;2017-03-03;1
No;No; 2;Yes;No;Month-to-month;No;Mailed check; 20,75;  44,20;0;2020-02-16;1
No;No;11;Yes;No;Month-to-month;No;Mailed check; 20,35; 215,25;0;2019-05-22;0
Yes;No;20;Yes;Fiber optic;One year;Yes;Automatic; 91,00;1859,50;0;2018-08-25;1
Yes;No;72;Yes;Fiber optic;Two year;Yes;Automatic;104,80;7470,10;0;2014-05-18;1
Yes;No; 3;Yes;Fiber optic;Month-to-month;Yes;Automatic; 74,75; 229,50;1;2020-01-17;0
No;No;23;Yes;Fiber optic;Month-to-month;Yes;Mailed check;104,05;2470,10;1;2018-05-27;1
No;No;40;Yes;DSL;Month-to-month;Yes;Electronic check; 51,10;2092,90;0;2017-01-02;0
Yes;No;62;Yes;Fiber optic;Month-to-month;Yes;Automatic; 89,80;5629,55;0;2015-03-14;0
No;Yes;22;Yes;No;Month-to-month;Yes;Electronic check; 20,55; 469,85;0;2018-06-26;1
No;No;11;Yes;DSL;Month-to-month;No;Automatic; 64,05; 733,95;0;2019-05-22;1
Yes;No; 7;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 74,85; 485,25;0;2019-09-19;0
No;No;13;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 96,65;1244,50;1;2019-03-23;0
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 20,05;  20,05;1;2020-03-17;0
No;No;39;Yes;Fiber optic;Month-to-month;Yes;Electronic check;103,45;3994,45;1;2017-02-01;0
Yes;No; 3;No;DSL;Month-to-month;No;Mailed check; 25,00;  78,25;0;2020-01-17;1
No;No;58;Yes;No;Two year;No;Automatic; 20,30;1131,50;0;2015-07-12;0
No;Yes; 6;Yes;No;Month-to-month;No;Mailed check; 26,35; 184,05;0;2019-10-19;1
Yes;Yes; 1;Yes;No;Month-to-month;Yes;Electronic check; 19,90;  19,90;1;2020-03-17;0
Yes;No;22;Yes;DSL;Month-to-month;Yes;Mailed check; 54,70;1178,75;0;2018-06-26;1
Yes;No;14;No;DSL;Month-to-month;No;Electronic check; 46,35; 667,70;1;2019-02-21;0
Yes;Yes;64;Yes;Fiber optic;One year;No;Automatic; 90,25;5629,15;0;2015-01-13;1
No;No; 1;Yes;No;Month-to-month;No;Electronic check; 19,95;  19,95;1;2020-03-17;1
No;No; 6;Yes;No;Month-to-month;No;Mailed check; 20,65; 109,30;0;2019-10-19;1
No;No; 1;Yes;Fiber optic;Month-to-month;No;Electronic check; 79,60;  79,60;1;2020-03-17;1
No;Yes;39;Yes;No;One year;No;Automatic; 25,45; 958,45;0;2017-02-01;0
No;No;20;Yes;No;One year;No;Mailed check; 19,50; 403,15;0;2018-08-25;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 75,90;  75,90;1;2020-03-17;0
Yes;No; 1;Yes;Fiber optic;Month-to-month;No;Electronic check; 76,20;  76,20;1;2020-03-17;1
Yes;No;64;Yes;DSL;One year;Yes;Automatic; 66,15;4392,50;0;2015-01-13;1
No;Yes; 1;Yes;No;Month-to-month;No;Mailed check; 19,25;  19,25;1;2020-03-17;1
Yes;No;46;Yes;DSL;Month-to-month;Yes;Automatic; 69,10;3168,00;0;2016-07-06;0
Yes;Yes;28;No;DSL;One year;Yes;Electronic check; 39,10;1096,60;0;2017-12-28;1
Yes;No;33;Yes;No;Month-to-month;No;Mailed check; 20,05; 669,45;0;2017-07-31;0
Yes;Yes;39;Yes;DSL;One year;No;Electronic check; 59,80;2343,85;0;2017-02-01;0
Yes;No;42;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 84,30;3588,40;1;2016-11-03;0
No;No; 1;Yes;DSL;Month-to-month;Yes;Electronic check; 48,60;  48,60;0;2020-03-17;1
No;No; 7;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 79,00; 522,95;1;2019-09-19;1
Yes;No;70;Yes;Fiber optic;Two year;No;Automatic;105,35;7511,90;0;2014-07-17;0
No;No;65;Yes;No;Two year;Yes;Automatic; 25,10;1725,00;0;2014-12-14;1
No;No; 1;Yes;DSL;Month-to-month;No;Electronic check; 49,75;  49,75;0;2020-03-17;0
Yes;No;18;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 94,75;1691,90;0;2018-10-24;0
Yes;No;24;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 93,00;2248,05;0;2018-04-27;0
No;No;63;Yes;DSL;Two year;Yes;Automatic; 71,90;4479,20;0;2015-02-12;1
No;Yes;44;Yes;DSL;One year;Yes;Mailed check; 77,55;3471,10;0;2016-09-04;0
No;No; 4;Yes;No;Month-to-month;Yes;Electronic check; 19,85;  63,00;0;2019-12-18;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 70,25;  70,25;1;2020-03-17;0
Yes;Yes;37;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 95,25;3314,15;0;2017-04-02;0
No;No;10;Yes;Fiber optic;Month-to-month;Yes;Automatic; 84,60; 865,55;1;2019-06-21;1
No;No;34;No;DSL;Month-to-month;Yes;Automatic; 25,05; 852,70;0;2017-07-01;1
Yes;No;35;No;DSL;One year;No;Automatic; 53,15;1930,90;0;2017-06-01;1
Yes;No; 4;Yes;No;Month-to-month;No;Electronic check; 20,15;  91,40;0;2019-12-18;0
Yes;No;39;Yes;Fiber optic;Month-to-month;Yes;Electronic check;101,25;3949,15;0;2017-02-01;1
Yes;No;43;Yes;Fiber optic;One year;Yes;Automatic;100,55;4304,00;0;2016-10-04;1
Yes;Yes;17;Yes;No;Month-to-month;No;Mailed check; 24,10; 409,90;1;2018-11-23;0
Yes;No;61;Yes;No;Two year;No;Automatic; 25,30;1554,90;0;2015-04-13;0
Yes;No;49;Yes;DSL;One year;No;Electronic check; 71,80;3472,05;0;2016-04-07;1
No;No; 4;Yes;No;One year;No;Mailed check; 19,70; 117,80;0;2019-12-18;1
Yes;Yes;64;No;DSL;Two year;No;Electronic check; 49,85;3210,35;0;2015-01-13;1
No;No; 3;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 69,60; 207,40;0;2020-01-17;1
Yes;Yes; 1;Yes;No;Month-to-month;No;Electronic check; 19,75;  19,75;0;2020-03-17;1
Yes;No;40;Yes;Fiber optic;One year;No;Electronic check; 80,80;3132,75;0;2017-01-02;1
No;Yes; 1;Yes;DSL;Month-to-month;Yes;Electronic check; 60,00;  60,00;1;2020-03-17;0
No;No; 8;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 86,55; 649,65;1;2019-08-20;0
Yes;No; 1;Yes;No;Month-to-month;Yes;Mailed check; 20,85;  20,85;1;2020-03-17;1
Yes;No;34;Yes;DSL;One year;No;Automatic; 64,20;2106,30;0;2017-07-01;0
Yes;No; 1;No;DSL;Month-to-month;No;Electronic check; 35,00;  35,00;0;2020-03-17;0
No;No;39;No;DSL;Month-to-month;Yes;Electronic check; 50,75;2011,40;1;2017-02-01;0
Yes;No;58;Yes;Fiber optic;One year;Yes;Automatic;105,50;6205,50;1;2015-07-12;0
Yes;Yes;45;Yes;No;Two year;No;Electronic check; 19,20; 903,70;0;2016-08-05;0
No;No; 6;Yes;Fiber optic;Month-to-month;Yes;Automatic; 85,15; 503,60;1;2019-10-19;1
No;No;43;Yes;Fiber optic;One year;Yes;Automatic; 90,65;3882,30;0;2016-10-04;1
Yes;Yes;41;Yes;No;Two year;Yes;Mailed check; 20,00; 879,80;0;2016-12-03;0
No;No; 5;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 74,65; 383,65;0;2019-11-18;1
No;No;72;No;DSL;Two year;Yes;Automatic; 61,20;4390,25;0;2014-05-18;1
No;No; 4;Yes;No;One year;No;Mailed check; 19,95;  68,20;0;2019-12-18;0
Yes;Yes; 9;Yes;DSL;Month-to-month;No;Mailed check; 54,80; 452,80;0;2019-07-21;0
Yes;No;72;Yes;DSL;Two year;Yes;Automatic; 73,45;5329,00;0;2014-05-18;1
Yes;No;33;Yes;DSL;One year;Yes;Mailed check; 51,45;1758,90;0;2017-07-31;1
Yes;No;72;Yes;Fiber optic;Two year;No;Automatic; 80,45;5737,60;0;2014-05-18;0
Yes;No;22;Yes;DSL;Month-to-month;Yes;Electronic check; 54,20;1152,70;1;2018-06-26;1
Yes;No;70;Yes;Fiber optic;One year;Yes;Electronic check;109,50;7674,55;1;2014-07-17;1
Yes;Yes;21;Yes;Fiber optic;Month-to-month;No;Electronic check;104,40;2157,95;1;2018-07-26;1
No;No;15;Yes;Fiber optic;Month-to-month;No;Electronic check; 85,30;1219,85;0;2019-01-22;0
