customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;Date
9708-KFDBY;Male;No;No;No; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Automatic; 20,55;  20,55;0;2020-03-17
8058-INTPH;Female;No;No;No; 1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; 79,65;  79,65;1;2020-03-17
3642-GKTCT;Female;No;No;No;61;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;115,10;6993,65;0;2015-04-13
0774-RMNUW;Female;No;Yes;Yes;71;No;No phone service;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Automatic; 59,70;4122,65;0;2014-06-17
1334-PDUKM;Female;No;Yes;No;68;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Automatic; 86,45;5762,95;0;2014-09-15
0756-MPZRL;Male;No;No;No;46;No;No phone service;DSL;No;No;Yes;Yes;No;No;One year;No;Automatic; 33,70;1537,85;0;2016-07-06
2242-MFOTG;Male;No;No;No;33;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;One year;No;Automatic; 80,10;2603,30;0;2017-07-31
2927-CVULT;Female;No;Yes;Yes;53;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Automatic;104,05;5566,40;0;2015-12-09
2144-BFDSO;Female;Yes;Yes;No;50;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Automatic;108,75;5431,90;0;2016-03-08
8745-PVESG;Female;No;No;No;57;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;One year;Yes;Automatic; 41,10;2258,25;0;2015-08-11
7647-GYYKX;Female;No;Yes;Yes;54;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Automatic; 20,35;1092,35;0;2015-11-09
5647-FXOTP;Female;Yes;Yes;No;60;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105,90;6401,25;0;2015-05-13
5569-OUICF;Female;Yes;Yes;No;28;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Automatic;101,30;2812,20;1;2017-12-28
8821-XNHVZ;Female;No;Yes;Yes; 1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check; 80,05;  80,05;1;2020-03-17
2082-OJVTK;Male;No;Yes;Yes;29;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check; 89,20;2698,35;1;2017-11-28
9700-ISPUP;Female;No;Yes;Yes;10;Yes;No;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Electronic check; 65,50; 616,90;0;2019-06-21
9839-ETQOE;Male;No;No;Yes;43;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check; 40,45;1912,85;0;2016-10-04
6078-VESFR;Male;Yes;Yes;No;13;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Automatic; 70,45; 849,10;0;2019-03-23
9027-TMATR;Female;No;Yes;No;43;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check; 78,80;3460,30;0;2016-10-04
5940-NFXKV;Male;No;Yes;Yes;19;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check; 83,65;1465,75;1;2018-09-24
1941-HOSAM;Male;No;Yes;Yes; 1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; 90,10;  90,10;0;2020-03-17
9110-HSGTV;Female;No;No;No;69;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Automatic; 82,45;5555,30;0;2014-08-16
0704-VCUMB;Female;No;Yes;No;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 20,25;1278,80;0;2015-04-13
6171-ZTVYB;Male;No;Yes;No;43;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Automatic; 66,25;2907,35;0;2016-10-04
8053-WWDRO;Female;No;Yes;No; 6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Automatic; 19,50; 146,30;1;2019-10-19
9564-KCLHR;Male;No;No;No; 1;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check; 51,25;  51,25;1;2020-03-17
1935-IMVBB;Male;No;Yes;No;56;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check; 89,70;4952,95;0;2015-09-10
2535-PBCGC;Female;No;Yes;No;70;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Automatic; 64,55;4504,90;0;2014-07-17
2082-CEFLT;Male;No;No;No; 1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 45,60;  45,60;1;2020-03-17
1470-PSXNM;Male;No;Yes;Yes;49;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Electronic check; 93,65;4520,15;0;2016-04-07
1213-NGCUN;Female;No;No;No; 6;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Automatic; 49,65; 267,35;1;2019-10-19
2498-XLDZR;Female;No;Yes;Yes;32;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Mailed check; 73,60;2316,85;0;2017-08-30
9866-OCCKE;Female;Yes;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;109,75;8075,35;0;2014-05-18
5338-YHWYT;Male;No;No;Yes;37;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Automatic; 61,45;2302,35;0;2017-04-02
7718-UPSKJ;Female;No;Yes;No;69;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Automatic;106,40;7251,90;0;2014-08-16
8731-WBBMB;Female;No;Yes;No;26;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;No;Automatic; 81,90;2078,55;0;2018-02-26
1448-CYWKC;Female;No;Yes;Yes;58;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Automatic;105,20;6225,40;0;2015-07-12
7901-IIDQV;Male;No;No;No;24;Yes;Yes;DSL;No;No;No;Yes;No;No;One year;No;Automatic; 54,60;1242,25;0;2018-04-27
2690-DVRVK;Male;No;Yes;Yes; 5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check; 20,55;  99,45;0;2019-11-18
5688-KZTSN;Male;No;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check; 20,00; 288,05;1;2019-01-22
1270-XKUCC;Female;No;Yes;Yes;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 19,70; 599,25;0;2017-10-29
0334-ZFJSR;Female;No;Yes;No;55;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Automatic; 66,05;3462,10;0;2015-10-10
2894-QOJRX;Female;No;Yes;No;25;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Automatic; 34,00; 853,00;1;2018-03-28
5747-PMBSQ;Male;Yes;Yes;No;10;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Mailed check; 92,50; 934,10;1;2019-06-21
5583-EJXRD;Male;No;Yes;Yes;44;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Automatic; 54,05;2375,20;0;2016-09-04
4565-EVZMJ;Female;No;No;No;47;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Mailed check; 58,90;2813,05;0;2016-06-06
3143-JQEGI;Female;No;Yes;Yes;13;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check; 88,35;1222,80;1;2019-03-23
6386-SZZKH;Female;No;Yes;Yes;49;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Automatic;107,95;5293,20;1;2016-04-07
3327-YBAKM;Female;No;Yes;No;64;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;One year;Yes;Mailed check; 96,90;6314,35;0;2015-01-13
9441-QHEVC;Male;No;No;No; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 19,10;  19,10;0;2020-03-17
6705-LNMDD;Male;No;No;No;20;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check; 50,00;1003,05;0;2018-08-25
2580-ASVVY;Female;No;Yes;No;37;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;Two year;No;Electronic check; 45,40;1593,10;0;2017-04-02
3370-GQEAL;Male;No;Yes;Yes;30;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check; 85,45;2509,95;0;2017-10-29
5032-USPKF;Female;No;No;No;38;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;One year;No;Automatic; 84,10;3187,65;0;2017-03-03
2982-IHMFT;Female;Yes;No;No; 1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check; 74,45;  74,45;1;2020-03-17
3521-SYVOR;Female;No;No;No;37;Yes;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; 64,75;2345,20;1;2017-04-02
4254-QPEDE;Female;No;Yes;No;52;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Automatic; 66,25;3330,10;0;2016-01-08
6283-GITPX;Male;No;No;Yes;71;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Automatic; 76,90;5522,70;0;2014-06-17
9526-JAWYF;Male;No;No;No;26;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;No;Electronic check; 89,80;2335,30;1;2018-02-26
0771-CHWSK;Male;No;No;No;66;Yes;Yes;DSL;Yes;Yes;Yes;No;No;Yes;Two year;Yes;Automatic; 74,60;4798,40;0;2014-11-14
9788-HNGUT;Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Automatic;116,95;8594,40;0;2014-05-18
9495-REDIY;Male;No;No;Yes;25;No;No phone service;DSL;Yes;No;No;No;Yes;No;One year;Yes;Automatic; 40,65; 970,55;0;2018-03-28
5375-XLDOF;Male;No;Yes;Yes;69;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Automatic;114,35;7665,80;0;2014-08-16
1172-VIYBP;Male;No;Yes;Yes;53;Yes;Yes;DSL;Yes;Yes;No;No;No;Yes;Two year;No;Automatic; 69,70;3686,05;0;2015-12-09
5649-VUKMC;Female;No;No;No;12;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;No;Mailed check; 95,50;1115,15;1;2019-04-22
6559-PDZLR;Male;No;No;No;26;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; 98,65;2537,00;0;2018-02-26
8992-OBVDG;Male;No;No;No;21;Yes;No;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Mailed check; 61,65;1393,60;0;2018-07-26
4273-MBHYA;Female;No;No;Yes; 1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check; 89,35;  89,35;0;2020-03-17
4724-WXVWF;Male;No;No;No;48;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check; 95,40;4445,30;0;2016-05-07
5701-GUXDC;Female;No;Yes;No;26;No;No phone service;DSL;Yes;No;Yes;No;No;No;One year;No;Automatic; 35,40; 978,60;0;2018-02-26
1460-UZPRJ;Male;No;Yes;No;60;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 19,95;1258,15;0;2015-05-13
6082-GLJIX;Male;No;No;No;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 19,25; 331,35;0;2018-10-24
5143-EGQFK;Female;Yes;No;No;10;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check; 29,65; 291,40;1;2019-06-21
4919-IKATY;Male;No;Yes;Yes; 5;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Electronic check; 84,50; 453,75;1;2019-11-18
2495-TTHBQ;Female;No;No;Yes; 4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check; 20,40;  84,75;0;2019-12-18
0485-ZBSLN;Male;No;Yes;Yes;65;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 24,75;1715,10;0;2014-12-14
3810-PJUHR;Male;No;Yes;Yes;70;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 25,35;1715,15;0;2014-07-17
9050-QLROH;Male;No;No;No;18;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Automatic; 90,70;1597,25;1;2018-10-24
0847-HGRML;Male;No;No;Yes;62;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 20,00;1250,10;0;2015-03-14
8232-CTLKO;Female;No;Yes;Yes;66;Yes;No;DSL;Yes;No;No;No;Yes;No;Two year;Yes;Electronic check; 59,75;3996,80;0;2014-11-14
9227-YBAXE;Female;No;Yes;Yes;65;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Automatic; 82,50;5215,10;0;2014-12-14
6168-WFVVF;Female;Yes;No;No; 3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 70,30; 235,50;1;2020-01-17
9860-LISIZ;Female;No;No;No;34;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 20,35; 673,20;0;2017-07-01
0112-QAWRZ;Male;No;Yes;Yes;16;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Automatic; 90,80;1442,20;0;2018-12-23
0877-SDMBN;Female;No;No;No;54;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Automatic;103,95;5639,05;1;2015-11-09
2786-GCDPI;Female;Yes;No;No;50;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;104,95;5222,35;0;2016-03-08
4043-MKDTV;Male;No;Yes;No;71;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;105,25;7291,75;0;2014-06-17
8065-YKXKD;Female;No;No;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 74,75; 799,65;1;2019-06-21
9637-EIHEQ;Female;No;No;No; 1;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check; 50,80;  50,80;1;2020-03-17
9229-RQABD;Male;No;No;No;18;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check; 23,75; 424,50;0;2018-10-24
8313-KTIHG;Male;No;No;No; 4;Yes;No;DSL;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check; 61,30; 249,40;0;2019-12-18
5320-BRKGK;Female;No;Yes;Yes;58;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;Two year;No;Mailed check; 75,80;4415,75;0;2015-07-12
6284-KMNUF;Female;No;Yes;No;56;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;One year;Yes;Electronic check; 98,00;5270,60;0;2015-09-10
9689-PTNPG;Male;No;No;No; 2;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check; 80,25; 144,55;1;2020-02-16
9465-RWMXL;Male;No;Yes;No;32;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check; 78,90;2447,95;1;2017-08-30
6229-UOLQL;Male;No;Yes;Yes;56;No;No phone service;DSL;Yes;Yes;No;Yes;Yes;No;One year;Yes;Mailed check; 52,00;2884,90;0;2015-09-10
2362-IBOOY;Male;No;No;No;36;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check; 84,75;3050,15;1;2017-05-02
3137-LUPIX;Female;No;No;No; 4;Yes;Yes;DSL;No;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check; 64,40; 253,00;0;2019-12-18
0843-WTBXE;Male;No;No;No;53;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Automatic; 85,45;4517,25;1;2015-12-09
6143-JQKEA;Male;No;No;No;10;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Automatic; 45,80; 436,20;0;2019-06-21
8676-OOQEJ;Male;No;No;No; 4;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Electronic check; 30,50; 118,40;0;2019-12-18
5515-IDEJJ;Male;No;Yes;Yes; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 19,90;  19,90;1;2020-03-17
9701-CDXHR;Female;No;Yes;No;51;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check; 69,15;3649,60;0;2016-02-07
7450-NWRTR;Male;Yes;No;No;12;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check; 99,45;1200,15;1;2019-04-22
8124-NZVGJ;Female;No;No;No; 6;No;No phone service;DSL;No;No;No;Yes;Yes;Yes;One year;Yes;Mailed check; 49,25; 255,60;0;2019-10-19
2162-FRZAA;Male;No;Yes;Yes;63;No;No phone service;DSL;No;Yes;Yes;Yes;No;No;Two year;No;Automatic; 39,35;2395,05;0;2015-02-12
5376-DEQCP;Female;No;No;No; 1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 70,60;  70,60;1;2020-03-17
5118-MUEYH;Female;No;Yes;No;48;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Automatic;105,10;5083,55;0;2016-05-07
9095-HFAFX;Female;No;No;No; 5;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Automatic; 81,00; 389,60;1;2019-11-18
5627-TVBPP;Female;No;No;Yes;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Automatic; 20,10; 644,50;0;2017-06-01
2379-ENZGV;Male;No;No;No; 6;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check; 84,85; 523,50;1;2019-10-19
3936-QQFLL;Male;No;No;No; 2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 19,75;  39,30;0;2020-02-16
2589-AYCRP;Female;No;No;No;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Automatic; 19,75; 989,05;0;2016-03-08
4067-HLYQI;Female;No;No;No;33;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Automatic; 70,40;2406,10;0;2017-07-31
5124-EOGYE;Male;No;No;No;31;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 20,45; 638,55;0;2017-09-29
5057-RKGLH;Female;No;Yes;Yes; 9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 20,35; 191,10;0;2019-07-21
0292-WEGCH;Female;No;Yes;Yes;54;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check; 86,20;4524,05;0;2015-11-09
8910-ICHIU;Female;No;No;No;46;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;No;One year;Yes;Automatic; 95,65;4664,20;0;2016-07-06
4097-YODCF;Male;No;No;Yes;34;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;103,80;3470,80;0;2017-07-01
9715-WZCLW;Male;No;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Two year;Yes;Electronic check; 97,20;6910,30;0;2014-06-17
9786-YWNHU;Female;No;Yes;Yes;63;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check; 63,55;4014,20;0;2015-02-12
6407-GSJNL;Female;No;No;No;51;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Automatic; 24,95;1288,00;0;2016-02-07
6005-OBZPH;Female;Yes;No;No;26;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check; 89,15;2277,65;1;2018-02-26
4049-ZPALD;Female;No;Yes;No;64;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Automatic; 99,00;6375,80;0;2015-01-13
7932-WPTDS;Female;Yes;Yes;No; 1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 24,80;  24,80;1;2020-03-17
3733-UOCWF;Male;Yes;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;One year;Yes;Automatic; 85,55;5251,75;0;2015-04-13
6833-JMZYP;Female;No;No;No;15;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Automatic; 94,00;1505,45;0;2019-01-22
2722-VOJQL;Male;No;No;No;64;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Automatic;105,65;6903,10;1;2015-01-13
1310-QRITU;Female;No;No;No;18;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check; 50,30; 913,30;0;2018-10-24
8961-QDZZJ;Female;No;Yes;Yes;57;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Electronic check; 95,00;5535,80;0;2015-08-11
9715-SBVSU;Male;No;Yes;Yes;14;Yes;No;DSL;Yes;Yes;No;No;No;Yes;Two year;Yes;Automatic; 61,40; 815,55;0;2019-02-21
8490-BXHEO;Male;Yes;No;No;18;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Automatic; 80,55;1411,65;0;2018-10-24
7173-TETGO;Female;Yes;Yes;No;72;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Two year;No;Automatic; 78,50;5602,25;0;2014-05-18
7929-SKFGK;Male;No;Yes;No;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Automatic;114,30;8244,30;0;2014-07-17
2300-RQGOI;Female;No;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check; 20,05; 741,50;0;2017-03-03
3563-SVYLG;Male;No;Yes;Yes;68;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Automatic; 62,65;4375,80;0;2014-09-15
5228-EXCET;Male;No;No;No;13;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check; 80,85;1008,70;1;2019-03-23
6435-VWCCY;Male;Yes;Yes;No;65;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Two year;Yes;Automatic; 92,70;5968,40;0;2014-12-14
4998-IKFSE;Female;No;No;No;30;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;100,45;3096,90;0;2017-10-29
8630-QSGXK;Male;No;Yes;No;51;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;Two year;Yes;Automatic; 75,20;3901,25;0;2016-02-07
2455-USLMV;Female;No;No;No;31;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Automatic; 84,75;2613,40;0;2017-09-29
7394-FKDNK;Female;No;Yes;No; 9;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check; 89,45; 853,10;1;2019-07-21
9488-FVZCC;Female;No;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Automatic; 79,50;5661,70;0;2014-05-18
6331-LWDTQ;Male;No;No;No;10;Yes;Yes;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Automatic; 72,15; 794,25;1;2019-06-21
5995-WWKKG;Female;No;No;No;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check; 19,80; 695,05;0;2017-04-02
1597-FZREH;Female;No;No;No; 2;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check; 76,40; 160,80;1;2020-02-16
7879-CGSFV;Male;No;No;No;55;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Mailed check;100,90;5552,05;0;2015-10-10
9921-EZKBY;Male;No;No;Yes;33;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Automatic; 95,30;3275,15;0;2017-07-31
7432-FFVAR;Female;No;Yes;Yes;46;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;One year;No;Automatic; 90,95;4236,60;0;2016-07-06
7246-ZGQDF;Female;No;No;Yes; 1;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check; 54,50;  54,50;0;2020-03-17
7000-WCEVQ;Female;Yes;No;No;20;Yes;Yes;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check; 61,60;1174,35;1;2018-08-25
0727-IWKVK;Male;No;Yes;No; 9;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check; 79,90; 741,70;1;2019-07-21
5959-BELXA;Male;Yes;No;No;32;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Automatic; 96,15;3019,25;1;2017-08-30
4456-RHSNB;Female;No;Yes;Yes;19;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Automatic; 49,60; 962,90;0;2018-09-24
3512-IZIKN;Female;No;Yes;No;70;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Automatic; 65,30;4759,75;1;2014-07-17
2481-SBOYW;Female;No;No;Yes;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Automatic; 25,00;1498,35;0;2015-04-13
7109-MFBYV;Male;No;No;No;26;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check; 45,45;1233,15;0;2018-02-26
1833-TCXKK;Male;No;Yes;No;45;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Automatic;107,75;4882,80;0;2016-08-05
1832-PEUTS;Male;No;Yes;Yes;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Two year;Yes;Automatic; 89,10;5411,65;0;2015-03-14
6141-OOXUQ;Male;No;No;No; 1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check; 19,65;  19,65;1;2020-03-17
